trade_date,contract,open,high,low,close,settlement,volume,open_interest,source_name,source_url
2023-08-02,LC2401,228450.0,230350.0,227950.0,228550.0,229000.0,16109,9731,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2402,221500.0,222900.0,220600.0,221150.0,221900.0,289,1884,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2403,215250.0,215550.0,213850.0,214500.0,214850.0,79,819,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2404,206100.0,211850.0,206100.0,210750.0,210700.0,44,534,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2405,204850.0,207150.0,204850.0,206550.0,206400.0,105,1014,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2406,203850.0,203850.0,201550.0,203550.0,202750.0,22,386,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-02,LC2407,198300.0,200250.0,198000.0,200150.0,199600.0,295,1307,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2401,226000.0,230050.0,224600.0,229650.0,228250.0,19658,10136,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2402,220500.0,222750.0,217550.0,222450.0,221050.0,517,1905,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2403,213200.0,215400.0,212850.0,215400.0,214600.0,204,883,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2404,209000.0,212500.0,206800.0,212000.0,210200.0,189,601,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2405,205550.0,209800.0,203550.0,207350.0,207100.0,227,998,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2406,201150.0,205650.0,199850.0,205650.0,203350.0,83,370,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-03,LC2407,198200.0,202850.0,196850.0,202850.0,199650.0,568,1337,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2401,231000.0,232600.0,228400.0,228950.0,229700.0,12850,10314,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2402,223450.0,225250.0,221050.0,221250.0,222200.0,410,1901,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2403,214600.0,216400.0,214100.0,214550.0,215350.0,182,899,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2404,213150.0,213800.0,211500.0,212350.0,212500.0,63,614,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2405,211250.0,211250.0,208300.0,208600.0,209300.0,80,985,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2406,207000.0,207250.0,204900.0,205700.0,205900.0,27,372,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-04,LC2407,203000.0,205300.0,201800.0,202300.0,202700.0,247,1357,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2401,227500.0,228800.0,219500.0,219800.0,223450.0,29799,12270,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2402,220350.0,221300.0,212700.0,213100.0,216600.0,1061,2039,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2403,212800.0,214200.0,204750.0,206450.0,209000.0,451,877,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2404,210700.0,211850.0,200350.0,201750.0,204550.0,349,635,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2405,208500.0,209000.0,196550.0,197800.0,201400.0,418,980,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2406,204600.0,205050.0,192000.0,194050.0,197300.0,242,372,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-07,LC2407,200850.0,202100.0,188550.0,191200.0,193800.0,1201,1442,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2401,219200.0,221450.0,216300.0,217000.0,218300.0,30145,13918,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2402,214000.0,214550.0,210000.0,210400.0,212100.0,353,2087,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2403,205250.0,207150.0,202700.0,203350.0,204850.0,153,876,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2404,201800.0,203200.0,198950.0,199750.0,200650.0,151,647,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2405,199900.0,199900.0,195000.0,196050.0,196450.0,305,1008,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2406,193800.0,195100.0,192150.0,192150.0,193550.0,140,387,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-08,LC2407,191050.0,192000.0,189050.0,189450.0,190300.0,553,1524,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2401,217450.0,218200.0,215200.0,217800.0,216800.0,25550,13673,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2402,210600.0,211950.0,208950.0,211450.0,210700.0,345,2070,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2403,202950.0,205100.0,201900.0,204850.0,203800.0,95,865,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2404,199750.0,202150.0,197450.0,201700.0,200200.0,97,672,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2405,196100.0,199000.0,194000.0,198000.0,196550.0,307,977,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2406,192850.0,195350.0,190750.0,194450.0,193500.0,120,383,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-09,LC2407,190000.0,191900.0,187150.0,191800.0,189700.0,595,1554,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2401,217450.0,219000.0,210050.0,210500.0,214400.0,32365,17113,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2402,211300.0,212600.0,203850.0,204150.0,207300.0,425,2152,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2403,205950.0,206200.0,198400.0,198400.0,200650.0,113,890,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2404,201950.0,202600.0,195300.0,195650.0,198100.0,108,697,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2405,197650.0,198650.0,193250.0,193950.0,195350.0,252,967,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2406,194700.0,195100.0,190050.0,190050.0,192350.0,71,390,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-10,LC2407,191650.0,192600.0,187250.0,187350.0,189650.0,476,1701,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2401,210000.0,211700.0,205300.0,208800.0,208300.0,51821,18289,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2402,204250.0,205350.0,199450.0,202650.0,201800.0,461,2172,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2403,197150.0,198950.0,193200.0,196650.0,195650.0,324,1007,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2404,196000.0,196600.0,190900.0,196150.0,193550.0,212,806,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2405,192350.0,194300.0,188250.0,192300.0,191250.0,313,968,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2406,190750.0,191300.0,186100.0,190500.0,188950.0,123,388,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-11,LC2407,187600.0,188800.0,182050.0,188000.0,186400.0,1135,1944,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2401,207200.0,207500.0,196750.0,196750.0,201550.0,51678,23419,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2402,200300.0,200300.0,191050.0,191050.0,195350.0,811,2329,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2403,192200.0,192850.0,185000.0,185000.0,188900.0,506,1251,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2404,191550.0,192600.0,184050.0,184450.0,188600.0,267,918,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2405,191500.0,191500.0,182200.0,182950.0,186850.0,309,1003,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2406,189800.0,189800.0,180450.0,181000.0,184700.0,80,395,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-14,LC2407,188000.0,188000.0,179100.0,179200.0,182650.0,890,2198,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2401,196000.0,198050.0,193400.0,194500.0,195350.0,78365,25479,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2402,192300.0,192300.0,186400.0,187550.0,188200.0,938,2389,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2403,185000.0,185150.0,177900.0,180850.0,180850.0,609,1445,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2404,183600.0,184150.0,175400.0,178500.0,178500.0,886,1175,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2405,180000.0,183600.0,173800.0,175300.0,176250.0,970,1207,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2406,181750.0,181750.0,171800.0,172800.0,174350.0,441,522,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2407,180000.0,180150.0,169900.0,171200.0,171900.0,4483,3479,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-15,LC2408,170100.0,171850.0,165200.0,169750.0,168750.0,238,67,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2401,194000.0,200300.0,192050.0,196250.0,197350.0,76180,24567,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2402,185700.0,193800.0,185700.0,189800.0,190400.0,511,2313,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2403,179350.0,188350.0,179350.0,184200.0,184450.0,334,1462,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2404,177250.0,186400.0,176750.0,181950.0,182950.0,484,1275,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2405,176550.0,183500.0,168700.0,179050.0,179100.0,473,1149,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2406,172800.0,181000.0,171350.0,176900.0,176800.0,272,491,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2407,170000.0,178800.0,168600.0,173850.0,174950.0,3006,3303,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-16,LC2408,169000.0,176000.0,168950.0,171050.0,172350.0,227,77,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2401,196000.0,198350.0,192250.0,194000.0,194500.0,67975,26791,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2402,189450.0,191800.0,184700.0,186600.0,187350.0,994,2230,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2403,186000.0,186500.0,179700.0,180800.0,182850.0,440,1599,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2404,182950.0,185800.0,179300.0,180950.0,182150.0,402,1415,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2405,179300.0,182250.0,176900.0,178500.0,179700.0,342,1142,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2406,176950.0,180300.0,174550.0,176000.0,177550.0,179,499,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2407,173500.0,177200.0,171900.0,173000.0,174350.0,1671,3406,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-17,LC2408,171900.0,174450.0,170050.0,170900.0,172050.0,87,82,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2401,195200.0,197700.0,194600.0,195750.0,196300.0,42991,24198,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2402,187950.0,190750.0,187750.0,188700.0,189400.0,294,2196,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2403,183150.0,185400.0,182150.0,184400.0,183950.0,124,1593,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2404,180950.0,184250.0,180700.0,183650.0,183100.0,104,1432,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2405,180000.0,181250.0,178700.0,181000.0,180400.0,122,1127,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2406,178250.0,178550.0,177100.0,178050.0,177950.0,77,498,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2407,173500.0,176100.0,173500.0,175350.0,175100.0,952,3311,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-18,LC2408,173100.0,173850.0,171600.0,172750.0,172700.0,91,71,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2401,198000.0,203500.0,196200.0,201150.0,199900.0,58940,22723,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2402,191050.0,196250.0,189350.0,193750.0,193000.0,540,2133,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2403,186000.0,191550.0,184350.0,189200.0,187750.0,199,1575,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2404,188450.0,191100.0,183450.0,189200.0,187950.0,260,1441,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2405,182900.0,188800.0,180050.0,186950.0,184600.0,233,1127,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2406,180000.0,187200.0,177700.0,184600.0,182650.0,135,497,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2407,176200.0,184700.0,174800.0,183350.0,180400.0,2084,3037,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-21,LC2408,174000.0,181950.0,172700.0,181100.0,177700.0,99,70,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-22,LC2401,201200.0,204350.0,197100.0,198300.0,200250.0,54479,22567,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-22,LC2402,194900.0,197450.0,190400.0,191750.0,194450.0,504,2140,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-22,LC2403,190900.0,192400.0,185850.0,187750.0,189300.0,166,1586,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-22,LC2404,190400.0,192550.0,185800.0,187400.0,189500.0,194,1454,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
2023-08-22,LC2405,188400.0,190550.0,182700.0,186350.0,187650.0,264,1115,广州期货交易所,https://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
