trade_date,variety,warehouse_receipt,change,source_name,source_url
2024-04-29,碳酸锂,19558.0,-55.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-04-30,碳酸锂,19558.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-06,碳酸锂,20373.0,815.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-07,碳酸锂,20984.0,611.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-08,碳酸锂,22834.0,1850.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-09,碳酸锂,23168.0,334.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-10,碳酸锂,23124.0,-44.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-13,碳酸锂,23303.0,179.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-14,碳酸锂,23783.0,480.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-15,碳酸锂,23728.0,-55.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-16,碳酸锂,23848.0,120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-17,碳酸锂,23728.0,-120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-20,碳酸锂,23858.0,130.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-21,碳酸锂,23858.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-22,碳酸锂,24373.0,515.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-23,碳酸锂,24052.0,-321.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-24,碳酸锂,24352.0,300.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-27,碳酸锂,24311.0,-41.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-28,碳酸锂,24451.0,140.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-29,碳酸锂,24726.0,275.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-30,碳酸锂,24846.0,120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-05-31,碳酸锂,24996.0,150.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-03,碳酸锂,26176.0,1180.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-04,碳酸锂,26583.0,407.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-05,碳酸锂,27424.0,841.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-06,碳酸锂,27644.0,220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-07,碳酸锂,27664.0,20.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-11,碳酸锂,27960.0,296.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-12,碳酸锂,27930.0,-30.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-13,碳酸锂,27900.0,-30.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-14,碳酸锂,28220.0,320.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-17,碳酸锂,28220.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-18,碳酸锂,28070.0,-150.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-19,碳酸锂,27950.0,-120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-20,碳酸锂,27835.0,-115.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-21,碳酸锂,28195.0,360.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-24,碳酸锂,27975.0,-220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-25,碳酸锂,28410.0,435.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-26,碳酸锂,28340.0,-70.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-27,碳酸锂,28560.0,220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-06-28,碳酸锂,28444.0,-116.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-01,碳酸锂,28543.0,99.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-02,碳酸锂,28485.0,-58.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-03,碳酸锂,28703.0,218.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-04,碳酸锂,27311.0,-1392.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-05,碳酸锂,27297.0,-14.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-08,碳酸锂,30216.0,2919.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-09,碳酸锂,30103.0,-113.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-10,碳酸锂,29921.0,-182.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-11,碳酸锂,29776.0,-145.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-12,碳酸锂,29753.0,-23.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-15,碳酸锂,29346.0,-407.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-16,碳酸锂,29805.0,459.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-17,碳酸锂,33102.0,3297.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-18,碳酸锂,32666.0,-436.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-19,碳酸锂,34349.0,1683.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-22,碳酸锂,34702.0,353.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-23,碳酸锂,36125.0,1423.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-24,碳酸锂,35862.0,-263.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-25,碳酸锂,36067.0,205.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-26,碳酸锂,36067.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-29,碳酸锂,33645.0,-2422.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-30,碳酸锂,32177.0,-1468.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-07-31,碳酸锂,0.0,-32177.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-01,碳酸锂,13419.0,13419.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-02,碳酸锂,26922.0,13503.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-05,碳酸锂,28973.0,2051.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-06,碳酸锂,31753.0,2780.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-07,碳酸锂,33093.0,1340.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-08,碳酸锂,33191.0,98.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-09,碳酸锂,33191.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-12,碳酸锂,36080.0,2889.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-13,碳酸锂,36330.0,250.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-14,碳酸锂,36430.0,100.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-15,碳酸锂,36780.0,350.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-16,碳酸锂,36620.0,-160.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-19,碳酸锂,36700.0,80.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-20,碳酸锂,36819.0,119.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-21,碳酸锂,37917.0,1098.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-22,碳酸锂,38077.0,160.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-23,碳酸锂,38935.0,858.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-26,碳酸锂,38875.0,-60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-27,碳酸锂,40061.0,1186.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-28,碳酸锂,40061.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-29,碳酸锂,40061.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-08-30,碳酸锂,41908.0,1847.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-02,碳酸锂,42448.0,540.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-03,碳酸锂,42888.0,440.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-04,碳酸锂,43707.0,819.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-05,碳酸锂,43237.0,-470.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-06,碳酸锂,43447.0,210.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-09,碳酸锂,43692.0,245.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-10,碳酸锂,43582.0,-110.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-11,碳酸锂,43492.0,-90.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-12,碳酸锂,42511.0,-981.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-13,碳酸锂,42190.0,-321.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-18,碳酸锂,42034.0,-156.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-19,碳酸锂,41897.0,-137.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-20,碳酸锂,41762.0,-135.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-23,碳酸锂,42188.0,426.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-24,碳酸锂,42233.0,45.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-25,碳酸锂,42333.0,100.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-26,碳酸锂,42863.0,530.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-27,碳酸锂,43563.0,700.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-09-30,碳酸锂,43563.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-08,碳酸锂,44683.0,1120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-09,碳酸锂,44753.0,70.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-10,碳酸锂,44693.0,-60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-11,碳酸锂,44087.0,-606.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-14,碳酸锂,45084.0,997.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-15,碳酸锂,45189.0,105.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-16,碳酸锂,45059.0,-130.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
