doc_id,publish_time,entry_trade_date,exit_trade_date,forward_open_return,direction_label,horizon_days,future_info_ok,aux_exit_trade_date_10d,aux_forward_open_return_10d,aux_direction_label_10d
GFEX-WR-20240325,2024-03-25,2024-03-26,2024-04-02,0.045412418906394914,bullish,5,True,2024-04-11,0.07136237256719191,bullish
GFEX-WR-20240328,2024-03-28,2024-03-29,2024-04-09,0.04683195592286493,bullish,5,True,2024-04-16,0.022956841138659367,bullish
GFEX-WR-20240329,2024-03-29,2024-04-01,2024-04-10,0.07236227824463115,bullish,5,True,2024-04-17,0.012138188608776801,bullish
GFEX-WR-20240401,2024-04-01,2024-04-02,2024-04-11,0.024822695035461084,bullish,5,True,2024-04-18,-0.025709219858155996,bearish
GFEX-WR-20240402,2024-04-02,2024-04-03,2024-04-12,-0.0044822949350067365,neutral,5,True,2024-04-19,-0.03003137606454509,bearish
LC-TEXT-0007,2024-04-02,2024-04-03,2024-04-12,-0.0044822949350067365,neutral,5,True,2024-04-19,-0.03003137606454509,bearish
GFEX-WR-20240403,2024-04-03,2024-04-08,2024-04-15,0.006222222222222129,neutral,5,True,2024-04-22,-0.03466666666666662,bearish
GFEX-WR-20240408,2024-04-08,2024-04-09,2024-04-16,-0.02280701754385961,bearish,5,True,2024-04-23,-0.04692982456140349,bearish
GFEX-WR-20240409,2024-04-09,2024-04-10,2024-04-17,-0.05616020896821938,bearish,5,True,2024-04-24,-0.04397039616891596,bearish
GFEX-WR-20240411,2024-04-11,2024-04-12,2024-04-19,-0.02566411526339485,bearish,5,True,2024-04-26,-0.011256190904997743,bearish
GFEX-WR-20240416,2024-04-16,2024-04-17,2024-04-24,0.012915129151291449,bullish,5,True,2024-05-06,0.03321033210332103,bullish
GFEX-WR-20240508,2024-05-08,2024-05-09,2024-05-16,-0.07733333333333337,bearish,5,True,2024-05-23,-0.06311111111111112,bearish
GFEX-WR-20240603,2024-06-03,2024-06-04,2024-06-12,-0.05063291139240511,bearish,5,True,2024-06-19,-0.09104186952288218,bearish
GFEX-WR-20240605,2024-06-05,2024-06-06,2024-06-14,-0.024925224327018936,bearish,5,True,2024-06-21,-0.05682951146560322,bearish
GFEX-WR-20240704,2024-07-04,2024-07-05,2024-07-12,-0.011223944414751497,bearish,5,True,2024-07-19,-0.06467129877071087,bearish
GFEX-WR-20240708,2024-07-08,2024-07-09,2024-07-16,-0.0593900481540931,bearish,5,True,2024-07-23,-0.04922418405564477,bearish
GFEX-WR-20240717,2024-07-17,2024-07-18,2024-07-25,-0.0023121387283236983,neutral,5,True,2024-08-01,-0.03815028901734108,bearish
GFEX-WR-20240719,2024-07-19,2024-07-22,2024-07-29,-0.03543307086614178,bearish,5,True,2024-08-05,-0.09786276715410569,bearish
GFEX-WR-20240723,2024-07-23,2024-07-24,2024-07-31,-0.07082152974504252,bearish,5,True,2024-08-07,-0.07252124645892355,bearish
GFEX-WR-20240729,2024-07-29,2024-07-30,2024-08-06,-0.01972504482964732,bearish,5,True,2024-08-13,-0.0902570233114166,bearish
GFEX-WR-20240730,2024-07-30,2024-07-31,2024-08-07,-0.0018292682926829285,neutral,5,True,2024-08-14,-0.06341463414634141,bearish
GFEX-WR-20240731,2024-07-31,2024-08-01,2024-08-08,-0.03125,bearish,5,True,2024-08-15,-0.11538461538461542,bearish
GFEX-WR-20240801,2024-08-01,2024-08-02,2024-08-09,-0.013715710723191998,bearish,5,True,2024-08-16,-0.08728179551122195,bearish
GFEX-WR-20240802,2024-08-02,2024-08-05,2024-08-12,-0.028054862842892714,bearish,5,True,2024-08-19,-0.0854114713216958,bearish
GFEX-WR-20240805,2024-08-05,2024-08-06,2024-08-13,-0.07195121951219507,bearish,5,True,2024-08-20,-0.10487804878048779,bearish
GFEX-WR-20240806,2024-08-06,2024-08-07,2024-08-14,-0.06169822846670736,bearish,5,True,2024-08-21,-0.07758094074526578,bearish
GFEX-WR-20240807,2024-08-07,2024-08-08,2024-08-15,-0.08684863523573205,bearish,5,True,2024-08-22,-0.03908188585607941,bearish
GFEX-WR-20240812,2024-08-12,2024-08-13,2024-08-20,-0.03547963206307492,bearish,5,True,2024-08-27,-0.019710906701708275,bearish
GFEX-WR-20240821,2024-08-21,2024-08-22,2024-08-29,-0.019367333763718575,bearish,5,True,2024-09-05,-0.05100064557779216,bearish
GFEX-WR-20240823,2024-08-23,2024-08-26,2024-09-02,0.057432432432432456,bullish,5,True,2024-09-09,-0.050000000000000044,bearish
GFEX-WR-20240827,2024-08-27,2024-08-28,2024-09-04,-0.025657894736842102,bearish,5,True,2024-09-11,-0.04078947368421049,bearish
GFEX-WR-20240830,2024-08-30,2024-09-02,2024-09-09,-0.10159744408945692,bearish,5,True,2024-09-18,-0.008945686900958427,neutral
GFEX-WR-20240904,2024-09-04,2024-09-05,2024-09-12,0.08299319727891152,bullish,5,True,2024-09-23,0.017687074829932037,bullish
GFEX-WR-20240912,2024-09-12,2024-09-13,2024-09-24,-0.03406169665809766,bearish,5,True,2024-10-08,0.04755784061696655,bullish
GFEX-WR-20241008,2024-10-08,2024-10-09,2024-10-16,-0.03280839895013121,bearish,5,True,2024-10-23,-0.09120734908136485,bearish
GFEX-WR-20241014,2024-10-14,2024-10-15,2024-10-22,-0.060875512995896,bearish,5,True,2024-10-29,-0.007523939808481539,neutral
GFEX-WR-20241021,2024-10-21,2024-10-22,2024-10-29,0.061026352288488184,bullish,5,True,2024-11-05,0.0686546463245492,bullish
GFEX-WR-20241104,2024-11-04,2024-11-05,2024-11-12,0.050616482803374385,bullish,5,True,2024-11-19,0.052563270603504186,bullish
GFEX-WR-20241105,2024-11-05,2024-11-06,2024-11-13,0.058064516129032295,bullish,5,True,2024-11-20,0.06645161290322577,bullish
GFEX-WR-20241111,2024-11-11,2024-11-12,2024-11-19,0.0018529956763433386,neutral,5,True,2024-11-26,-0.004323656578134605,neutral
GFEX-WR-20241113,2024-11-13,2024-11-14,2024-11-21,-0.04393063583815027,bearish,5,True,2024-11-28,-0.09653179190751449,bearish
GFEX-WR-20241118,2024-11-18,2024-11-19,2024-11-26,-0.006165228113440224,neutral,5,True,2024-12-03,-0.028976572133168954,bearish
GFEX-WR-20241127,2024-11-27,2024-11-28,2024-12-05,-0.019833653230966086,bearish,5,True,2024-12-12,-0.01791426743442104,bearish
GFEX-WR-20241129,2024-11-29,2024-12-02,2024-12-09,-0.029299363057324834,bearish,5,True,2024-12-16,-0.03694267515923566,bearish
GFEX-WR-20241202,2024-12-02,2024-12-03,2024-12-10,-0.0069841269841269815,neutral,5,True,2024-12-17,-0.0336507936507936,bearish
GFEX-WR-20241204,2024-12-04,2024-12-05,2024-12-12,0.001958224543080922,neutral,5,True,2024-12-19,-0.03368146214099221,bearish
GFEX-WR-20241205,2024-12-05,2024-12-06,2024-12-13,0.004569190600522299,neutral,5,True,2024-12-20,-0.03524804177545693,bearish
GFEX-WR-20241206,2024-12-06,2024-12-09,2024-12-16,-0.007874015748031482,neutral,5,True,2024-12-23,-0.014435695538057791,bearish
GFEX-WR-20241209,2024-12-09,2024-12-10,2024-12-17,-0.026854219948849067,bearish,5,True,2024-12-24,-0.05063938618925834,bearish
GFEX-WR-20241210,2024-12-10,2024-12-11,2024-12-18,-0.008240680183126181,neutral,5,True,2024-12-25,-0.012164813603662505,bearish
GFEX-WR-20241211,2024-12-11,2024-12-12,2024-12-19,-0.035570032573289945,bearish,5,True,2024-12-26,-0.02592833876221501,bearish
GFEX-WR-20241212,2024-12-12,2024-12-13,2024-12-20,-0.039636127355425654,bearish,5,True,2024-12-27,-0.03183885640025996,bearish
GFEX-WR-20241217,2024-12-17,2024-12-18,2024-12-25,0.0025706940874035134,neutral,5,True,2025-01-02,-0.008740359897172256,neutral
GFEX-WR-20241218,2024-12-18,2024-12-19,2024-12-26,0.008054040010392338,neutral,5,True,2025-01-03,0.007534424525850847,neutral
GFEX-WR-20241220,2024-12-20,2024-12-23,2024-12-30,-0.014936904455318034,bearish,5,True,2025-01-07,0.002575328354365247,neutral
LC-TEXT-0010,2024-12-20,2024-12-23,2024-12-30,-0.014936904455318034,bearish,5,True,2025-01-07,0.002575328354365247,neutral
GFEX-WR-20241224,2024-12-24,2024-12-25,2025-01-02,-0.011282051282051286,bearish,5,True,2025-01-09,-0.007692307692307665,neutral
GFEX-WR-20241226,2024-12-26,2024-12-27,2025-01-06,-0.012110280855449629,bearish,5,True,2025-01-13,0.011594949755217687,bullish
GFEX-WR-20241231,2024-12-31,2025-01-02,2025-01-09,0.0036307053941908585,neutral,5,True,2025-01-16,0.043827800829875585,bullish
GFEX-WR-20250102,2025-01-02,2025-01-03,2025-01-10,0.005673027333677139,neutral,5,True,2025-01-17,0.03790613718411562,bullish
GFEX-WR-20250108,2025-01-08,2025-01-09,2025-01-16,0.040051679586563305,bullish,5,True,2025-01-23,0.022222222222222143,bullish
GFEX-WR-20250110,2025-01-10,2025-01-13,2025-01-20,0.030310748853795255,bullish,5,True,2025-01-27,0.012226184411614938,bullish
GFEX-WR-20250116,2025-01-16,2025-01-17,2025-01-24,-0.012173913043478257,bearish,5,True,2025-02-10,-0.03602484472049694,bearish
GFEX-WR-20250121,2025-01-21,2025-01-22,2025-02-06,-0.005094243504839557,neutral,5,True,2025-02-13,-0.015537442689760539,bearish
GFEX-WR-20250122,2025-01-22,2025-01-23,2025-02-07,-0.020475227502527837,bearish,5,True,2025-02-14,-0.02426693629929222,bearish
GFEX-WR-20250127,2025-01-27,2025-02-05,2025-02-12,-0.01828803657607314,bearish,5,True,2025-02-19,-0.018796037592075154,bearish
LC-TEXT-0017,2025-02-04,2025-02-05,2025-02-12,-0.01828803657607314,bearish,5,True,2025-02-19,-0.018796037592075154,bearish
GFEX-WR-20250210,2025-02-10,2025-02-11,2025-02-18,-0.011238825031928523,bearish,5,True,2025-02-25,-0.02017879948914436,bearish
GFEX-WR-20250213,2025-02-13,2025-02-14,2025-02-21,-0.002331606217616633,neutral,5,True,2025-02-28,-0.016839378238341918,bearish
GFEX-WR-20250227,2025-02-27,2025-02-28,2025-03-07,0.010803689064558641,bullish,5,True,2025-03-14,-0.004743083003952542,neutral
GFEX-WR-20250306,2025-03-06,2025-03-07,2025-03-14,-0.015380604796663144,bearish,5,True,2025-03-21,-0.041970802919708006,bearish
GFEX-WR-20250307,2025-03-07,2025-03-10,2025-03-17,-0.0034192530247237896,neutral,5,True,2025-03-24,-0.03471856917411886,bearish
GFEX-WR-20250310,2025-03-10,2025-03-11,2025-03-18,0.007669928590320119,neutral,5,True,2025-03-25,-0.025125628140703515,bearish
GFEX-WR-20250313,2025-03-13,2025-03-14,2025-03-21,-0.02700555996822873,bearish,5,True,2025-03-28,-0.015356102727032028,bearish
GFEX-WR-20250314,2025-03-14,2025-03-17,2025-03-24,-0.031406703615729725,bearish,5,True,2025-03-31,-0.023489047242016392,bearish
GFEX-WR-20250319,2025-03-19,2025-03-20,2025-03-27,-0.010635469290082411,bearish,5,True,2025-04-03,-0.028449880350970513,bearish
GFEX-WR-20250320,2025-03-20,2025-03-21,2025-03-28,0.011972789115646254,bullish,5,True,2025-04-07,-0.03673469387755102,bearish
GFEX-WR-20250324,2025-03-24,2025-03-25,2025-04-01,0.006782419967444442,neutral,5,True,2025-04-09,-0.04964731416169288,bearish
GFEX-WR-20250331,2025-03-31,2025-04-01,2025-04-09,-0.05604958232282409,bearish,5,True,2025-04-16,-0.04419293990838047,bearish
GFEX-WR-20250401,2025-04-01,2025-04-02,2025-04-10,-0.042495965572888594,bearish,5,True,2025-04-17,-0.050295857988165715,bearish
GFEX-WR-20250402,2025-04-02,2025-04-03,2025-04-11,-0.039408866995073843,bearish,5,True,2025-04-18,-0.03201970443349755,bearish
GFEX-WR-20250403,2025-04-03,2025-04-07,2025-04-14,-0.0025423728813559476,neutral,5,True,2025-04-21,-0.011864406779661052,bearish
GFEX-WR-20250407,2025-04-07,2025-04-08,2025-04-15,-0.008130081300813052,neutral,5,True,2025-04-22,-0.03252032520325199,bearish
GFEX-WR-20250408,2025-04-08,2025-04-09,2025-04-16,0.012560662289466062,bullish,5,True,2025-04-23,-0.02083928061661433,bearish
GFEX-WR-20250421,2025-04-21,2025-04-22,2025-04-29,-0.021897810218978075,bearish,5,True,2025-05-09,-0.06423357664233575,bearish
GFEX-WR-20250422,2025-04-22,2025-04-23,2025-04-30,-0.027647058823529358,bearish,5,True,2025-05-12,-0.06294117647058828,bearish
GFEX-WR-20250428,2025-04-28,2025-04-29,2025-05-09,-0.043283582089552186,bearish,5,True,2025-05-16,-0.043283582089552186,bearish
GFEX-WR-20250506,2025-05-06,2025-05-07,2025-05-14,-0.02948328267477207,bearish,5,True,2025-05-21,-0.07203647416413372,bearish
GFEX-WR-20250507,2025-05-07,2025-05-08,2025-05-15,0.011257035647279645,bullish,5,True,2025-05-22,-0.04315196998123827,bearish
GFEX-WR-20250527,2025-05-27,2025-05-28,2025-06-05,-0.011437908496731986,bearish,5,True,2025-06-12,0.0032679738562091387,neutral
GFEX-WR-20250618,2025-06-18,2025-06-19,2025-06-26,0.01573485102109129,bullish,5,True,2025-07-03,0.07130900569132903,bullish
GFEX-WR-20250620,2025-06-20,2025-06-23,2025-06-30,0.07815154604145436,bullish,5,True,2025-07-07,0.073734284743459,bullish
GFEX-WR-20250623,2025-06-23,2025-06-24,2025-07-01,0.05429250084832038,bullish,5,True,2025-07-08,0.08347472005429246,bullish
GFEX-WR-20250624,2025-06-24,2025-06-25,2025-07-02,0.034596375617792496,bullish,5,True,2025-07-09,0.0520593080724876,bullish
GFEX-WR-20250704,2025-07-04,2025-07-07,2025-07-14,0.017405063291139333,bullish,5,True,2025-07-21,0.1259493670886076,bullish
GFEX-WR-20250707,2025-07-07,2025-07-08,2025-07-15,0.035703100532414656,bullish,5,True,2025-07-22,0.12590040714062,bullish
GFEX-WR-20250708,2025-07-08,2025-07-09,2025-07-16,0.05386783589101163,bullish,5,True,2025-07-23,0.15095521453178828,bullish
GFEX-WR-20250711,2025-07-11,2025-07-14,2025-07-21,0.10668740279937783,bullish,5,True,2025-07-28,0.1384136858475895,bullish
GFEX-WR-20250724,2025-07-24,2025-07-25,2025-08-01,-0.10864516129032253,bearish,5,True,2025-08-08,-0.06658064516129036,bearish
GFEX-WR-20250730,2025-07-30,2025-07-31,2025-08-07,0.015465421651590372,bullish,5,True,2025-08-14,0.23898453457834834,bullish
GFEX-WR-20250731,2025-07-31,2025-08-01,2025-08-08,0.04719166184134327,bullish,5,True,2025-08-15,0.23624782860451643,bullish
GFEX-WR-20250801,2025-08-01,2025-08-04,2025-08-11,0.1628175519630486,bullish,5,True,2025-08-18,0.26645496535796775,bullish
GFEX-WR-20250804,2025-08-04,2025-08-05,2025-08-12,0.28994770482277743,bullish,5,True,2025-08-19,0.30011621150493895,bullish
GFEX-WR-20250805,2025-08-05,2025-08-06,2025-08-13,0.21879588839941255,bullish,5,True,2025-08-20,0.2578560939794421,bullish
GFEX-WR-20250807,2025-08-07,2025-08-08,2025-08-15,0.17205479452054795,bullish,5,True,2025-08-22,0.13013698630136994,bullish
GFEX-WR-20250808,2025-08-08,2025-08-11,2025-08-18,0.08839506172839506,bullish,5,True,2025-08-25,0.0,neutral
GFEX-WR-20250812,2025-08-12,2025-08-13,2025-08-20,0.03204819277108428,bullish,5,True,2025-08-27,-0.045060240963855414,bearish
GFEX-WR-20250813,2025-08-13,2025-08-14,2025-08-21,-0.040935672514619936,bearish,5,True,2025-08-28,-0.09005847953216373,bearish
GFEX-WR-20250815,2025-08-15,2025-08-18,2025-08-25,-0.08121597096188748,bearish,5,True,2025-09-01,-0.12658802177858441,bearish
GFEX-WR-20250826,2025-08-26,2025-08-27,2025-09-03,-0.08074690890739344,bearish,5,True,2025-09-10,-0.12894272016149377,bearish
LC-TEXT-0020,2025-08-27,2025-08-28,2025-09-04,-0.08483290488431872,bearish,5,True,2025-09-11,-0.08791773778920309,bearish
GFEX-WR-20250828,2025-08-28,2025-08-29,2025-09-05,-0.056812339331619555,bearish,5,True,2025-09-12,-0.0933161953727506,bearish
GFEX-WR-20250829,2025-08-29,2025-09-01,2025-09-08,-0.041038961038960986,bearish,5,True,2025-09-15,-0.07454545454545458,bearish
GFEX-WR-20250901,2025-09-01,2025-09-02,2025-09-09,-0.003997867803837929,neutral,5,True,2025-09-16,-0.015191897654584174,bearish
GFEX-WR-20250903,2025-09-03,2025-09-04,2025-09-11,-0.003370786516853963,neutral,5,True,2025-09-18,0.026966292134831482,bullish
GFEX-WR-20250904,2025-09-04,2025-09-05,2025-09-12,-0.03870264377214505,bearish,5,True,2025-09-19,-0.011992368492777294,bearish
GFEX-WR-20250905,2025-09-05,2025-09-08,2025-09-15,-0.03494041170097506,bearish,5,True,2025-09-22,0.010021668472372625,bullish
GFEX-WR-20250908,2025-09-08,2025-09-09,2025-09-16,-0.011238961734011288,bearish,5,True,2025-09-23,-0.022745517795022763,bearish
LC-TEXT-0022,2025-09-22,2025-09-23,2025-09-30,0.012869660460021803,bullish,5,True,2025-10-15,-0.0005476451259583959,neutral
GFEX-WR-20251013,2025-10-13,2025-10-14,2025-10-21,0.04269972451790638,bullish,5,True,2025-10-28,0.11349862258953158,bullish
GFEX-WR-20251014,2025-10-14,2025-10-15,2025-10-22,0.039103089964451776,bullish,5,True,2025-10-29,0.12441892261416454,bullish
GFEX-WR-20251015,2025-10-15,2025-10-16,2025-10-23,0.05382513661202193,bullish,5,True,2025-10-30,0.13551912568306013,bullish
GFEX-WR-20251016,2025-10-16,2025-10-17,2025-10-24,0.05718085106382986,bullish,5,True,2025-10-31,0.11409574468085104,bullish
GFEX-WR-20251022,2025-10-22,2025-10-23,2025-10-30,0.07752138968109934,bullish,5,True,2025-11-06,0.030334456831734524,bullish
GFEX-WR-20251027,2025-10-27,2025-10-28,2025-11-04,0.013480392156862697,bullish,5,True,2025-11-11,0.07475490196078427,bullish
GFEX-WR-20251107,2025-11-07,2025-11-10,2025-11-17,0.06174334140435844,bullish,5,True,2025-11-24,0.11162227602905572,bullish
GFEX-WR-20251128,2025-11-28,2025-12-01,2025-12-08,-0.04660754794803057,bearish,5,True,2025-12-15,0.011342544854609171,bullish
GFEX-WR-20251201,2025-12-01,2025-12-02,2025-12-09,-0.023337463857909913,bearish,5,True,2025-12-16,0.04812061131763734,bullish
LC-TEXT-0024,2025-12-02,2025-12-03,2025-12-10,-0.036868268434134266,bearish,5,True,2025-12-17,0.051159900579950346,bullish
GFEX-WR-20251208,2025-12-08,2025-12-09,2025-12-16,0.07316557411714952,bullish,5,True,2025-12-23,0.20427151617678163,bullish
GFEX-WR-20251211,2025-12-11,2025-12-12,2025-12-19,0.0661173633440515,bullish,5,True,2025-12-26,0.24819131832797425,bullish
GFEX-WR-20251222,2025-12-22,2025-12-23,2025-12-30,0.027216856892010588,bullish,5,True,2026-01-08,0.23669885864793683,bullish
GFEX-WR-20251230,2025-12-30,2025-12-31,2026-01-09,0.15447154471544722,bullish,5,True,2026-01-16,0.3269918699186991,bullish
GFEX-WR-20260106,2026-01-06,2026-01-07,2026-01-14,0.17361111111111116,bullish,5,True,2026-01-21,0.11527777777777781,bullish
GFEX-WR-20260107,2026-01-07,2026-01-08,2026-01-15,0.16314070708504902,bullish,5,True,2026-01-22,0.17137583416157898,bullish
LC-TEXT-0027,2026-01-08,2026-01-09,2026-01-16,0.1494366197183099,bullish,5,True,2026-01-23,0.22535211267605626,bullish
GFEX-WR-20260121,2026-01-21,2026-01-22,2026-01-29,0.025454545454545396,bullish,5,True,2026-02-05,-0.11636363636363634,bearish
LC-TEXT-0030,2026-01-22,2026-01-23,2026-01-30,-0.07471264367816088,bearish,5,True,2026-02-06,-0.2586206896551724,bearish
GFEX-WR-20260202,2026-02-02,2026-02-03,2026-02-10,-0.025278491859468732,bearish,5,True,2026-02-25,0.17466438160525555,bullish
GFEX-WR-20260204,2026-02-04,2026-02-05,2026-02-12,0.028806584362139898,bullish,5,True,2026-02-27,0.18655692729766793,bullish
GFEX-WR-20260209,2026-02-09,2026-02-10,2026-02-25,0.20512820512820507,bullish,5,True,2026-03-04,0.098901098901099,bullish
GFEX-WR-20260210,2026-02-10,2026-02-11,2026-02-26,0.35507246376811596,bullish,5,True,2026-03-05,0.13550724637681166,bullish
GFEX-WR-20260212,2026-02-12,2026-02-13,2026-03-02,0.2495104895104896,bullish,5,True,2026-03-09,0.04895104895104896,bullish
GFEX-WR-20260213,2026-02-13,2026-02-24,2026-03-03,0.0625,bullish,5,True,2026-03-10,0.009374999999999911,neutral
LC-TEXT-0038,2026-03-12,2026-03-13,2026-03-20,-0.07297124600638982,bearish,5,True,2026-03-27,-0.004472843450479269,neutral
LC-TEXT-0039,2026-03-13,2026-03-16,2026-03-23,-0.0718877082513446,bearish,5,True,2026-03-30,0.11137347500983874,bullish
GFEX-WR-20260319,2026-03-19,2026-03-20,2026-03-27,0.07389026743865457,bullish,5,True,2026-04-03,0.10738902674386552,bullish
LC-TEXT-0040,2026-03-23,2026-03-24,2026-03-31,0.11198841952888539,bullish,5,True,2026-04-08,0.05277010132912219,bullish
GFEX-WR-20260324,2026-03-24,2026-03-25,2026-04-01,0.0249872514023457,bullish,5,True,2026-04-09,0.003952065272819993,neutral
GFEX-WR-20260330,2026-03-30,2026-03-31,2026-04-08,-0.053254437869822535,bearish,5,True,2026-04-15,-0.023668639053254448,bearish
GFEX-WR-20260331,2026-03-31,2026-04-01,2026-04-09,-0.020522388059701524,bearish,5,True,2026-04-16,0.03855721393034828,bullish
GFEX-WR-20260401,2026-04-01,2026-04-02,2026-04-10,-0.03240448871516832,bearish,5,True,2026-04-17,0.08435254066322018,bullish
GFEX-WR-20260402,2026-04-02,2026-04-03,2026-04-13,-0.037142857142857144,bearish,5,True,2026-04-20,0.0993788819875776,bullish
GFEX-WR-20260403,2026-04-03,2026-04-07,2026-04-14,0.05402676091895975,bullish,5,True,2026-04-21,0.1417571320373643,bullish
GFEX-WR-20260408,2026-04-08,2026-04-09,2026-04-16,0.07232704402515733,bullish,5,True,2026-04-23,0.10528301886792457,bullish
LC-TEXT-0043,2026-04-08,2026-04-09,2026-04-16,0.07232704402515733,bullish,5,True,2026-04-23,0.10528301886792457,bullish
GFEX-WR-20260409,2026-04-09,2026-04-10,2026-04-17,0.13538067818298138,bullish,5,True,2026-04-24,0.13883557261676271,bullish
LC-TEXT-0044,2026-04-13,2026-04-14,2026-04-21,0.08323353293413183,bullish,5,True,2026-04-28,0.0718562874251496,bullish
GFEX-WR-20260414,2026-04-14,2026-04-15,2026-04-22,0.031235154394299247,bullish,5,True,2026-04-29,0.06116389548693579,bullish
GFEX-WR-20260415,2026-04-15,2026-04-16,2026-04-23,0.03073313782991205,bullish,5,True,2026-04-30,0.07917888563049846,bullish
GFEX-WR-20260416,2026-04-16,2026-04-17,2026-04-24,0.00304293925391641,neutral,5,True,2026-05-06,0.07911642060182578,bullish
LC-TEXT-0046,2026-04-17,2026-04-20,2026-04-27,0.02824858757062154,bullish,5,True,2026-05-07,0.12429378531073443,bullish
GFEX-WR-20260421,2026-04-21,2026-04-22,2026-04-29,0.02902222734078075,bullish,5,True,2026-05-11,0.13186686629045252,bullish
GFEX-WR-20260427,2026-04-27,2026-04-28,2026-05-08,0.1012290502793296,bullish,5,True,2026-05-15,0.06145251396648055,bullish
LC-TEXT-0048,2026-04-27,2026-04-28,2026-05-08,0.1012290502793296,bullish,5,True,2026-05-15,0.06145251396648055,bullish
LC-TEXT-0049,2026-04-27,2026-04-28,2026-05-08,0.1012290502793296,bullish,5,True,2026-05-15,0.06145251396648055,bullish
GFEX-WR-20260428,2026-04-28,2026-04-29,2026-05-11,0.09994404029099058,bullish,5,True,2026-05-18,0.057638500279798555,bullish
GFEX-WR-20260430,2026-04-30,2026-05-06,2026-05-13,0.07843342036553524,bullish,5,True,2026-05-20,-0.04898172323759786,bearish
GFEX-WR-20260506,2026-05-06,2026-05-07,2026-05-14,0.0201005025125629,bullish,5,True,2026-05-21,-0.07487437185929646,bearish
