doc_id,publish_time,predicate_consensus,model,request_id,annotation_input_sha256,prompt_version
CNINFO-002176-1219864608,2024-04-29,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""考虑到该产线的已到货机器设备年限已久， 有些设备已陈旧老化， 拆改 投入大且无利用价值，故在期末时按账面价值与可收回金额孰低的原则对相关分 子公司进行计量测算， 对可收回金额低于账面价值的差额计提在建工程减值准备， 拟对相关分子公司计提 2,079.96 万元固定资产减值准备。""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""拟对相关分子公司计提 2,079.96 万元固定资产减值准备。""},{""name"":""uncertainty_high"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""拟对相关分子公司计提 2,079.96 万元固定资产减值准备。""}]",deepseek-v4-flash,efc9f924-ff11-46be-815a-05efcf5642b0,9de18fdd396e70e5995e5bd6a616e8657de1ef0ec66e7b192bc5710d154d0484,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002756-1219908495,2024-04-30,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":true,""ai_value"":false,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""临近交割""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.5,""evidence_text"":""""},{""name"":""uncertainty_high"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""预计""}]",deepseek-v4-flash,dbf2c05b-1936-4a3e-b96d-bf3fa022655b,45b67112b85d394638cefcf74fe11f8b8d5d603037ab0774c87d6d101b566f84,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002594-1219973138,2024-05-06,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""比亚迪股份有限公司(以下简称“本公司”)2024年4月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 334,039 209,448 946,354 776,631 21.85% 313,245 210,295 939,508 762,371 23.24%""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""本公司 2024 年 4 月新能源汽车动力电池及储能电池装机总量约为 12.559GWh，2024 年累计装机总量约为 42.295GWh。""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""比亚迪股份有限公司(以下简称“本公司”)2024年4月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 334,039 209,448 946,354 776,631 21.85% 313,245 210,295 939,508 762,371 23.24%""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""}]",deepseek-v4-flash,b181075a-5528-4de5-9ac2-ed7ef7beb4be,0e9d08af5fe28ae5842f6614a4adb90486cfcceb9651d5b57316d823fc80650a,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002460-1219998128,2024-05-08,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""Goulamina 锂辉石项目正在建设中，尚未投产运营""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""交易对价为 3.427 亿美元""},{""name"":""uncertainty_high"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""可能""}]",deepseek-v4-flash,271b5270-0ac3-4010-801e-970de049b84e,8dfa071098667cb39d0455f112253814bf8db572cbfdf10e80ba9e517e8715e4,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
GFEX-WR-20240508,2024-05-08,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""仓单增加""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""1850手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""}]",deepseek-v4-flash,ce0396a8-3dd9-4555-a37d-9092301a0d48,d1f369c25a52d881c9461e67bdbc9a3f8b85e0de8e0496ce56cabfa009e4c334,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002176-1220039679,2024-05-14,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""生产规模：300万吨/年""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""进一步降低生产成本""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""300万吨""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""}]",deepseek-v4-flash,3f785c7c-3d10-4efc-bead-30895d4cb033,540242181b1ed26b0bb49afda1f1cbc87fd487ba3f4d663a94951fddea07f73a,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
LC-TEXT-0008,2024-05-15,"[{""name"":""supply_disruption"",""deterministic_value"":true,""ai_value"":false,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""事故""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""以旧换新""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""以旧换新""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""国务院""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.5,""evidence_text"":""""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""}]",deepseek-v4-flash,d250b48e-0a96-4284-a1d6-27021fe0aa0f,78e8e2d17416a501a10395a8bb298526bba2d4bbdf6e4105c970d367bded4c0c,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002497-1220173618,2024-05-28,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""1.25%""},{""name"":""uncertainty_high"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""可能""}]",deepseek-v4-flash,27514b1b-d833-4d3b-9072-a3af85bd2680,8f3f201ed47d18441a2c116cf0dc11ecc339ec10895a61677667c7688eae48ee,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002466-1220237440,2024-06-03,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.5,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""23.77%""},{""name"":""uncertainty_high"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""预计""}]",deepseek-v4-flash,5231e566-3720-4187-9372-c8c152cfdc1b,893d0453bb4f5b6c14b55c0ec53a251083c12d82f5876d646387ae22834f8a99,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
CNINFO-002594-1220237186,2024-06-03,"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""产销快报""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""本公司 2024 年 5 月新能源汽车动力电池及储能电池装机总量约为 14.159GWh，2024 年累计装机总量约为 56.454GWh。""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""来源：巨潮资讯网\n2024年5月产销快报\n证券代码：002594 证券简称：比亚迪 公告编号：2024-063 比亚迪股份有限公司 2024年5月产销快报 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。""},{""name"":""quantitative_evidence"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.0,""evidence_text"":""26.15%""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.0,""evidence_text"":""务请注意，上述产、销量数字未经审核，亦未经本公司审计师确认，或会予以调整并有待最终确认。""}]",deepseek-v4-flash,0372c483-fce4-41a1-970a-54e59dad0787,36b55992df0407504d1114b5a610290141f97522a15095a2587edaf50364852e,lithium-v3-deepseek-v4-flash-predicate-v6-conservative
