sample_id,predicate_name,human_value,human_evidence_text,reviewer,reviewed_at,notes
HR-016,growth_outlook_weakens,,,,,
HR-016,inflation_pressure_rises,,,,,
HR-016,inflation_pressure_falls,,,,,
HR-016,government_bond_supply_rises,,,,,
HR-016,government_bond_supply_falls,,,,,
HR-016,risk_aversion_rises,,,,,
HR-016,risk_aversion_falls,,,,,
HR-017,policy_stance_eases,,,,,
HR-017,policy_stance_tightens,,,,,
HR-017,liquidity_supply_increases,,,,,
HR-017,liquidity_supply_decreases,,,,,
HR-017,funding_conditions_tighten,,,,,
HR-017,funding_conditions_ease,,,,,
HR-017,growth_outlook_strengthens,,,,,
HR-017,growth_outlook_weakens,,,,,
HR-017,inflation_pressure_rises,,,,,
HR-017,inflation_pressure_falls,,,,,
HR-017,government_bond_supply_rises,,,,,
HR-017,government_bond_supply_falls,,,,,
HR-017,risk_aversion_rises,,,,,
HR-017,risk_aversion_falls,,,,,
HR-018,policy_stance_eases,,,,,
HR-018,policy_stance_tightens,,,,,
HR-018,liquidity_supply_increases,,,,,
HR-018,liquidity_supply_decreases,,,,,
HR-018,funding_conditions_tighten,,,,,
HR-018,funding_conditions_ease,,,,,
HR-018,growth_outlook_strengthens,,,,,
HR-018,growth_outlook_weakens,,,,,
HR-018,inflation_pressure_rises,,,,,
HR-018,inflation_pressure_falls,,,,,
HR-018,government_bond_supply_rises,,,,,
HR-018,government_bond_supply_falls,,,,,
HR-018,risk_aversion_rises,,,,,
HR-018,risk_aversion_falls,,,,,
HR-019,policy_stance_eases,,,,,
HR-019,policy_stance_tightens,,,,,
HR-019,liquidity_supply_increases,,,,,
HR-019,liquidity_supply_decreases,,,,,
HR-019,funding_conditions_tighten,,,,,
HR-019,funding_conditions_ease,,,,,
HR-019,growth_outlook_strengthens,,,,,
HR-019,growth_outlook_weakens,,,,,
HR-019,inflation_pressure_rises,,,,,
HR-019,inflation_pressure_falls,,,,,
HR-019,government_bond_supply_rises,,,,,
HR-019,government_bond_supply_falls,,,,,
HR-019,risk_aversion_rises,,,,,
HR-019,risk_aversion_falls,,,,,
HR-020,policy_stance_eases,,,,,
HR-020,policy_stance_tightens,,,,,
HR-020,liquidity_supply_increases,,,,,
HR-020,liquidity_supply_decreases,,,,,
HR-020,funding_conditions_tighten,,,,,
HR-020,funding_conditions_ease,,,,,
HR-020,growth_outlook_strengthens,,,,,
HR-020,growth_outlook_weakens,,,,,
HR-020,inflation_pressure_rises,,,,,
HR-020,inflation_pressure_falls,,,,,
HR-020,government_bond_supply_rises,,,,,
HR-020,government_bond_supply_falls,,,,,
HR-020,risk_aversion_rises,,,,,
HR-020,risk_aversion_falls,,,,,
HR-021,policy_stance_eases,,,,,
HR-021,policy_stance_tightens,,,,,
HR-021,liquidity_supply_increases,,,,,
HR-021,liquidity_supply_decreases,,,,,
HR-021,funding_conditions_tighten,,,,,
HR-021,funding_conditions_ease,,,,,
HR-021,growth_outlook_strengthens,,,,,
HR-021,growth_outlook_weakens,,,,,
HR-021,inflation_pressure_rises,,,,,
HR-021,inflation_pressure_falls,,,,,
HR-021,government_bond_supply_rises,,,,,
HR-021,government_bond_supply_falls,,,,,
HR-021,risk_aversion_rises,,,,,
HR-021,risk_aversion_falls,,,,,
HR-022,policy_stance_eases,,,,,
HR-022,policy_stance_tightens,,,,,
HR-022,liquidity_supply_increases,,,,,
HR-022,liquidity_supply_decreases,,,,,
HR-022,funding_conditions_tighten,,,,,
HR-022,funding_conditions_ease,,,,,
HR-022,growth_outlook_strengthens,,,,,
HR-022,growth_outlook_weakens,,,,,
HR-022,inflation_pressure_rises,,,,,
HR-022,inflation_pressure_falls,,,,,
HR-022,government_bond_supply_rises,,,,,
HR-022,government_bond_supply_falls,,,,,
HR-022,risk_aversion_rises,,,,,
HR-022,risk_aversion_falls,,,,,
HR-023,policy_stance_eases,,,,,
HR-023,policy_stance_tightens,,,,,
HR-023,liquidity_supply_increases,,,,,
HR-023,liquidity_supply_decreases,,,,,
HR-023,funding_conditions_tighten,,,,,
HR-023,funding_conditions_ease,,,,,
HR-023,growth_outlook_strengthens,,,,,
HR-023,growth_outlook_weakens,,,,,
HR-023,inflation_pressure_rises,,,,,
HR-023,inflation_pressure_falls,,,,,
HR-023,government_bond_supply_rises,,,,,
HR-023,government_bond_supply_falls,,,,,
HR-023,risk_aversion_rises,,,,,
HR-023,risk_aversion_falls,,,,,
HR-024,policy_stance_eases,,,,,
HR-024,policy_stance_tightens,,,,,
HR-024,liquidity_supply_increases,,,,,
HR-024,liquidity_supply_decreases,,,,,
HR-024,funding_conditions_tighten,,,,,
HR-024,funding_conditions_ease,,,,,
HR-024,growth_outlook_strengthens,,,,,
HR-024,growth_outlook_weakens,,,,,
HR-024,inflation_pressure_rises,,,,,
HR-024,inflation_pressure_falls,,,,,
HR-024,government_bond_supply_rises,,,,,
HR-024,government_bond_supply_falls,,,,,
HR-024,risk_aversion_rises,,,,,
HR-024,risk_aversion_falls,,,,,
HR-025,policy_stance_eases,,,,,
HR-025,policy_stance_tightens,,,,,
HR-025,liquidity_supply_increases,,,,,
HR-025,liquidity_supply_decreases,,,,,
HR-025,funding_conditions_tighten,,,,,
HR-025,funding_conditions_ease,,,,,
HR-025,growth_outlook_strengthens,,,,,
HR-025,growth_outlook_weakens,,,,,
HR-025,inflation_pressure_rises,,,,,
HR-025,inflation_pressure_falls,,,,,
HR-025,government_bond_supply_rises,,,,,
HR-025,government_bond_supply_falls,,,,,
HR-025,risk_aversion_rises,,,,,
HR-025,risk_aversion_falls,,,,,
HR-026,policy_stance_eases,,,,,
HR-026,policy_stance_tightens,,,,,
HR-026,liquidity_supply_increases,,,,,
HR-026,liquidity_supply_decreases,,,,,
HR-026,funding_conditions_tighten,,,,,
HR-026,funding_conditions_ease,,,,,
HR-026,growth_outlook_strengthens,,,,,
HR-026,growth_outlook_weakens,,,,,
HR-026,inflation_pressure_rises,,,,,
HR-026,inflation_pressure_falls,,,,,
HR-026,government_bond_supply_rises,,,,,
HR-026,government_bond_supply_falls,,,,,
HR-026,risk_aversion_rises,,,,,
HR-026,risk_aversion_falls,,,,,
HR-027,policy_stance_eases,,,,,
HR-027,policy_stance_tightens,,,,,
HR-027,liquidity_supply_increases,,,,,
HR-027,liquidity_supply_decreases,,,,,
HR-027,funding_conditions_tighten,,,,,
HR-027,funding_conditions_ease,,,,,
HR-027,growth_outlook_strengthens,,,,,
HR-027,growth_outlook_weakens,,,,,
HR-027,inflation_pressure_rises,,,,,
HR-027,inflation_pressure_falls,,,,,
HR-027,government_bond_supply_rises,,,,,
HR-027,government_bond_supply_falls,,,,,
HR-027,risk_aversion_rises,,,,,
HR-027,risk_aversion_falls,,,,,
HR-028,policy_stance_eases,,,,,
HR-028,policy_stance_tightens,,,,,
HR-028,liquidity_supply_increases,,,,,
HR-028,liquidity_supply_decreases,,,,,
HR-028,funding_conditions_tighten,,,,,
HR-028,funding_conditions_ease,,,,,
HR-028,growth_outlook_strengthens,,,,,
HR-028,growth_outlook_weakens,,,,,
HR-028,inflation_pressure_rises,,,,,
HR-028,inflation_pressure_falls,,,,,
HR-028,government_bond_supply_rises,,,,,
HR-028,government_bond_supply_falls,,,,,
HR-028,risk_aversion_rises,,,,,
HR-028,risk_aversion_falls,,,,,
HR-029,policy_stance_eases,,,,,
HR-029,policy_stance_tightens,,,,,
HR-029,liquidity_supply_increases,,,,,
HR-029,liquidity_supply_decreases,,,,,
HR-029,funding_conditions_tighten,,,,,
HR-029,funding_conditions_ease,,,,,
HR-029,growth_outlook_strengthens,,,,,
HR-029,growth_outlook_weakens,,,,,
HR-029,inflation_pressure_rises,,,,,
HR-029,inflation_pressure_falls,,,,,
HR-029,government_bond_supply_rises,,,,,
HR-029,government_bond_supply_falls,,,,,
HR-029,risk_aversion_rises,,,,,
HR-029,risk_aversion_falls,,,,,
HR-030,policy_stance_eases,,,,,
HR-030,policy_stance_tightens,,,,,
HR-030,liquidity_supply_increases,,,,,
HR-030,liquidity_supply_decreases,,,,,
HR-030,funding_conditions_tighten,,,,,
HR-030,funding_conditions_ease,,,,,
HR-030,growth_outlook_strengthens,,,,,
HR-030,growth_outlook_weakens,,,,,
HR-030,inflation_pressure_rises,,,,,
HR-030,inflation_pressure_falls,,,,,
HR-030,government_bond_supply_rises,,,,,
HR-030,government_bond_supply_falls,,,,,
HR-030,risk_aversion_rises,,,,,
HR-030,risk_aversion_falls,,,,,
HR-031,policy_stance_eases,,,,,
HR-031,policy_stance_tightens,,,,,
HR-031,liquidity_supply_increases,,,,,
HR-031,liquidity_supply_decreases,,,,,
HR-031,funding_conditions_tighten,,,,,
HR-031,funding_conditions_ease,,,,,
HR-031,growth_outlook_strengthens,,,,,
HR-031,growth_outlook_weakens,,,,,
HR-031,inflation_pressure_rises,,,,,
HR-031,inflation_pressure_falls,,,,,
HR-031,government_bond_supply_rises,,,,,
HR-031,government_bond_supply_falls,,,,,
HR-031,risk_aversion_rises,,,,,
HR-031,risk_aversion_falls,,,,,
HR-032,policy_stance_eases,,,,,
HR-032,policy_stance_tightens,,,,,
HR-032,liquidity_supply_increases,,,,,
HR-032,liquidity_supply_decreases,,,,,
HR-032,funding_conditions_tighten,,,,,
HR-032,funding_conditions_ease,,,,,
HR-032,growth_outlook_strengthens,,,,,
HR-032,growth_outlook_weakens,,,,,
HR-032,inflation_pressure_rises,,,,,
HR-032,inflation_pressure_falls,,,,,
HR-032,government_bond_supply_rises,,,,,
HR-032,government_bond_supply_falls,,,,,
HR-032,risk_aversion_rises,,,,,
HR-032,risk_aversion_falls,,,,,
HR-033,policy_stance_eases,,,,,
HR-033,policy_stance_tightens,,,,,
HR-033,liquidity_supply_increases,,,,,
HR-033,liquidity_supply_decreases,,,,,
HR-033,funding_conditions_tighten,,,,,
HR-033,funding_conditions_ease,,,,,
HR-033,growth_outlook_strengthens,,,,,
HR-033,growth_outlook_weakens,,,,,
HR-033,inflation_pressure_rises,,,,,
HR-033,inflation_pressure_falls,,,,,
HR-033,government_bond_supply_rises,,,,,
HR-033,government_bond_supply_falls,,,,,
HR-033,risk_aversion_rises,,,,,
HR-033,risk_aversion_falls,,,,,
HR-034,policy_stance_eases,,,,,
HR-034,policy_stance_tightens,,,,,
HR-034,liquidity_supply_increases,,,,,
HR-034,liquidity_supply_decreases,,,,,
HR-034,funding_conditions_tighten,,,,,
HR-034,funding_conditions_ease,,,,,
HR-034,growth_outlook_strengthens,,,,,
HR-034,growth_outlook_weakens,,,,,
HR-034,inflation_pressure_rises,,,,,
HR-034,inflation_pressure_falls,,,,,
HR-034,government_bond_supply_rises,,,,,
HR-034,government_bond_supply_falls,,,,,
HR-034,risk_aversion_rises,,,,,
HR-034,risk_aversion_falls,,,,,
HR-035,policy_stance_eases,,,,,
HR-035,policy_stance_tightens,,,,,
HR-035,liquidity_supply_increases,,,,,
HR-035,liquidity_supply_decreases,,,,,
HR-035,funding_conditions_tighten,,,,,
HR-035,funding_conditions_ease,,,,,
HR-035,growth_outlook_strengthens,,,,,
HR-035,growth_outlook_weakens,,,,,
HR-035,inflation_pressure_rises,,,,,
HR-035,inflation_pressure_falls,,,,,
HR-035,government_bond_supply_rises,,,,,
HR-035,government_bond_supply_falls,,,,,
HR-035,risk_aversion_rises,,,,,
HR-035,risk_aversion_falls,,,,,
HR-036,policy_stance_eases,,,,,
HR-036,policy_stance_tightens,,,,,
HR-036,liquidity_supply_increases,,,,,
HR-036,liquidity_supply_decreases,,,,,
HR-036,funding_conditions_tighten,,,,,
HR-036,funding_conditions_ease,,,,,
HR-036,growth_outlook_strengthens,,,,,
HR-036,growth_outlook_weakens,,,,,
HR-036,inflation_pressure_rises,,,,,
HR-036,inflation_pressure_falls,,,,,
HR-036,government_bond_supply_rises,,,,,
HR-036,government_bond_supply_falls,,,,,
HR-036,risk_aversion_rises,,,,,
HR-036,risk_aversion_falls,,,,,
HR-037,policy_stance_eases,,,,,
HR-037,policy_stance_tightens,,,,,
HR-037,liquidity_supply_increases,,,,,
HR-037,liquidity_supply_decreases,,,,,
HR-037,funding_conditions_tighten,,,,,
HR-037,funding_conditions_ease,,,,,
HR-037,growth_outlook_strengthens,,,,,
HR-037,growth_outlook_weakens,,,,,
HR-037,inflation_pressure_rises,,,,,
HR-037,inflation_pressure_falls,,,,,
HR-037,government_bond_supply_rises,,,,,
HR-037,government_bond_supply_falls,,,,,
HR-037,risk_aversion_rises,,,,,
HR-037,risk_aversion_falls,,,,,
HR-038,policy_stance_eases,,,,,
HR-038,policy_stance_tightens,,,,,
HR-038,liquidity_supply_increases,,,,,
HR-038,liquidity_supply_decreases,,,,,
HR-038,funding_conditions_tighten,,,,,
HR-038,funding_conditions_ease,,,,,
HR-038,growth_outlook_strengthens,,,,,
HR-038,growth_outlook_weakens,,,,,
HR-038,inflation_pressure_rises,,,,,
HR-038,inflation_pressure_falls,,,,,
HR-038,government_bond_supply_rises,,,,,
HR-038,government_bond_supply_falls,,,,,
HR-038,risk_aversion_rises,,,,,
HR-038,risk_aversion_falls,,,,,
HR-039,policy_stance_eases,,,,,
HR-039,policy_stance_tightens,,,,,
HR-039,liquidity_supply_increases,,,,,
HR-039,liquidity_supply_decreases,,,,,
HR-039,funding_conditions_tighten,,,,,
HR-039,funding_conditions_ease,,,,,
HR-039,growth_outlook_strengthens,,,,,
HR-039,growth_outlook_weakens,,,,,
HR-039,inflation_pressure_rises,,,,,
HR-039,inflation_pressure_falls,,,,,
HR-039,government_bond_supply_rises,,,,,
HR-039,government_bond_supply_falls,,,,,
HR-039,risk_aversion_rises,,,,,
HR-039,risk_aversion_falls,,,,,
HR-040,policy_stance_eases,,,,,
HR-040,policy_stance_tightens,,,,,
HR-040,liquidity_supply_increases,,,,,
HR-040,liquidity_supply_decreases,,,,,
HR-040,funding_conditions_tighten,,,,,
HR-040,funding_conditions_ease,,,,,
HR-040,growth_outlook_strengthens,,,,,
HR-040,growth_outlook_weakens,,,,,
HR-040,inflation_pressure_rises,,,,,
HR-040,inflation_pressure_falls,,,,,
HR-040,government_bond_supply_rises,,,,,
HR-040,government_bond_supply_falls,,,,,
HR-040,risk_aversion_rises,,,,,
HR-040,risk_aversion_falls,,,,,
HR-041,policy_stance_eases,,,,,
HR-041,policy_stance_tightens,,,,,
HR-041,liquidity_supply_increases,,,,,
HR-041,liquidity_supply_decreases,,,,,
HR-041,funding_conditions_tighten,,,,,
HR-041,funding_conditions_ease,,,,,
HR-041,growth_outlook_strengthens,,,,,
HR-041,growth_outlook_weakens,,,,,
HR-041,inflation_pressure_rises,,,,,
HR-041,inflation_pressure_falls,,,,,
HR-041,government_bond_supply_rises,,,,,
HR-041,government_bond_supply_falls,,,,,
HR-041,risk_aversion_rises,,,,,
HR-041,risk_aversion_falls,,,,,
HR-042,policy_stance_eases,,,,,
HR-042,policy_stance_tightens,,,,,
HR-042,liquidity_supply_increases,,,,,
HR-042,liquidity_supply_decreases,,,,,
HR-042,funding_conditions_tighten,,,,,
HR-042,funding_conditions_ease,,,,,
HR-042,growth_outlook_strengthens,,,,,
HR-042,growth_outlook_weakens,,,,,
HR-042,inflation_pressure_rises,,,,,
HR-042,inflation_pressure_falls,,,,,
HR-042,government_bond_supply_rises,,,,,
HR-042,government_bond_supply_falls,,,,,
HR-042,risk_aversion_rises,,,,,
HR-042,risk_aversion_falls,,,,,
HR-043,policy_stance_eases,,,,,
HR-043,policy_stance_tightens,,,,,
HR-043,liquidity_supply_increases,,,,,
HR-043,liquidity_supply_decreases,,,,,
HR-043,funding_conditions_tighten,,,,,
HR-043,funding_conditions_ease,,,,,
HR-043,growth_outlook_strengthens,,,,,
HR-043,growth_outlook_weakens,,,,,
HR-043,inflation_pressure_rises,,,,,
HR-043,inflation_pressure_falls,,,,,
HR-043,government_bond_supply_rises,,,,,
HR-043,government_bond_supply_falls,,,,,
HR-043,risk_aversion_rises,,,,,
HR-043,risk_aversion_falls,,,,,
HR-044,policy_stance_eases,,,,,
HR-044,policy_stance_tightens,,,,,
HR-044,liquidity_supply_increases,,,,,
HR-044,liquidity_supply_decreases,,,,,
HR-044,funding_conditions_tighten,,,,,
HR-044,funding_conditions_ease,,,,,
HR-044,growth_outlook_strengthens,,,,,
HR-044,growth_outlook_weakens,,,,,
HR-044,inflation_pressure_rises,,,,,
HR-044,inflation_pressure_falls,,,,,
HR-044,government_bond_supply_rises,,,,,
HR-044,government_bond_supply_falls,,,,,
HR-044,risk_aversion_rises,,,,,
HR-044,risk_aversion_falls,,,,,
HR-045,policy_stance_eases,,,,,
HR-045,policy_stance_tightens,,,,,
HR-045,liquidity_supply_increases,,,,,
HR-045,liquidity_supply_decreases,,,,,
HR-045,funding_conditions_tighten,,,,,
HR-045,funding_conditions_ease,,,,,
HR-045,growth_outlook_strengthens,,,,,
HR-045,growth_outlook_weakens,,,,,
HR-045,inflation_pressure_rises,,,,,
HR-045,inflation_pressure_falls,,,,,
HR-045,government_bond_supply_rises,,,,,
HR-045,government_bond_supply_falls,,,,,
HR-045,risk_aversion_rises,,,,,
HR-045,risk_aversion_falls,,,,,
HR-046,policy_stance_eases,,,,,
HR-046,policy_stance_tightens,,,,,
HR-046,liquidity_supply_increases,,,,,
HR-046,liquidity_supply_decreases,,,,,
HR-046,funding_conditions_tighten,,,,,
HR-046,funding_conditions_ease,,,,,
HR-046,growth_outlook_strengthens,,,,,
HR-046,growth_outlook_weakens,,,,,
HR-046,inflation_pressure_rises,,,,,
HR-046,inflation_pressure_falls,,,,,
HR-046,government_bond_supply_rises,,,,,
HR-046,government_bond_supply_falls,,,,,
HR-046,risk_aversion_rises,,,,,
HR-046,risk_aversion_falls,,,,,
HR-047,policy_stance_eases,,,,,
HR-047,policy_stance_tightens,,,,,
HR-047,liquidity_supply_increases,,,,,
HR-047,liquidity_supply_decreases,,,,,
HR-047,funding_conditions_tighten,,,,,
HR-047,funding_conditions_ease,,,,,
HR-047,growth_outlook_strengthens,,,,,
HR-047,growth_outlook_weakens,,,,,
HR-047,inflation_pressure_rises,,,,,
HR-047,inflation_pressure_falls,,,,,
HR-047,government_bond_supply_rises,,,,,
HR-047,government_bond_supply_falls,,,,,
HR-047,risk_aversion_rises,,,,,
HR-047,risk_aversion_falls,,,,,
HR-048,policy_stance_eases,,,,,
HR-048,policy_stance_tightens,,,,,
HR-048,liquidity_supply_increases,,,,,
HR-048,liquidity_supply_decreases,,,,,
HR-048,funding_conditions_tighten,,,,,
HR-048,funding_conditions_ease,,,,,
HR-048,growth_outlook_strengthens,,,,,
HR-048,growth_outlook_weakens,,,,,
HR-048,inflation_pressure_rises,,,,,
HR-048,inflation_pressure_falls,,,,,
HR-048,government_bond_supply_rises,,,,,
HR-048,government_bond_supply_falls,,,,,
HR-048,risk_aversion_rises,,,,,
HR-048,risk_aversion_falls,,,,,
